TooltipMessage/GameManualButton/Unlock,Hướng dẫn trò chơi
GameManualItem/content/IntroCommandLine/8/tip,"Trong trò chơi, 
cửa sổ dòng lệnh đồng bộ với đường dẫn trong cửa sổ trình quản lý tệp. 
Nếu bạn di chuyển đường dẫn trong cửa sổ quản lý file, dòng lệnh cũng sẽ cập nhật đường dẫn."
GameManualItem/content/IntroCommandLine/9/Title,Trường lệnh đầu vào
GameManualItem/content/IntroCommandLine/9/Image,Click để nhập lệnh...
GameManualItem/content/IntroCommandLine/9,"Được sử dụng để thực thi các lệnh Git.
Trong quá trình nhập lệnh, các thao tác sau có thể được thực hiện:
1. Nhấp vào phím Tab hoặc biểu tượng ống kính để sử dụng tính năng tìm kiếm nhanh.
2. Nhấn Enter hoặc nhấp vào biểu tượng mũi tên để thực hiện lệnh.
3. Sử dụng phím mũi tên lên và xuống để điền nhanh các lệnh đã thực hiện trước đó.
4. Nhấp chuột phải vào trường nhập để dán nội dung đã sao chép."
GameManualItem/content/IntroCommandLine/10/Title,Tính năng hoàn thiện nhanh
GameManualItem/content/IntroCommandLine/10,"Tìm kiếm kết quả phù hợp dựa trên đầu vào hiện tại để điền nhanh vào trường đầu vào. 
Nó rất hữu ích trong các tình huống sau:
1. Nhập lệnh nhanh.
2. Chưa quen với cấu trúc lệnh.
3. Sử dụng hệ thống trong trò chơi: Điền thông điệp commit và đặt tên cho các nhánh."
GameManualItem/content/IntroCommandLine/10/tip,"Để biết cách sử dụng tính năng điền nhanh cho thông điệp commit và đặt tên chi nhánh,
vui lòng tham khảo các lệnh 'git commit' và 'git branch' trong hướng dẫn sử dụng trò chơi."
GameManualItem/content/IntroGitCommand/1/Title,Giới thiệu cấu trúc lệnh Git
GameManualItem/content/IntroGitCommand/1,"Git là một công cụ kiểm soát phiên bản được sử dụng rộng rãi. 
Người dùng cần nhập lệnh Git vào dòng lệnh để thực hiện các thao tác khác nhau.
Cấu trúc của lệnh Git bao gồm một số từ khóa.
Chúng được ngăn cách bởi không gian.
Ví dụ:"
GameManualItem/content/IntroGitCommand/1/exampleBox,<color=#CF001C>git</color> <color=#173D91>add</color> <color=#244B0E>Text_File.txt</color>
GameManualItem/content/IntroGitCommand/2,"Lệnh này có 3 trường lệnh:
<b>Trường lệnh đầu tiên - <color=#CF001C>git</color>:</b>
Đây là từ khóa bắt buộc phải nhập khi thực thi lệnh Git. 
Các lệnh liên quan đến Git cần bắt đầu bằng <color=#CF001C>git</color>.
<b>Trường lệnh thứ hai - <color=#173D91>add</color>:</b>
Nội dung này thường được sử dụng để xác định loại lệnh Git.
Loại lệnh <color=#173D91>add</color> được sử dụng để di chuyển tệp đến Staging Area.
<b>Trường lệnh thứ ba - <color=#244B0E>Text_File.txt</color>:</b>
Tùy thuộc vào loại lệnh, 
một số lệnh có thể thêm các từ khóa khác vào phía trước để đạt được các tính năng khác nhau. 
Hãy kiểm tra trang web chính thức của Git để tìm hiểu cách sử dụng một loại lệnh cụ thể."
GameManualItem/content/IntroGitCommand/3/Title,Ghi chú
GameManualItem/content/IntroGitCommand/3,"Trò chơi này sẽ tập trung vào các lệnh Git cơ bản và thiết thực nhất. 
Bạn chỉ cần học các lệnh được đề cập trong hướng dẫn và màn chơi của trò chơi.
Dưới đây là một số điểm chính cần lưu ý khi thực hiện lệnh Git:
<b>1. Sử dụng dấu cách để phân tách các trường lệnh:</b>
     Git cần khoảng trống để nhận biết nội dung của từng trường nhằm thực thi các chức năng khác nhau.
<b>2. Hãy chú ý đến trường hợp của lệnh:</b>
     Các lệnh Git cần đảm bảo kiểu chữ giống với định dạng lệnh.
     Nó có thể tránh được những lỗi vô tình.
<b>3. Nhập lệnh theo định dạng được đề cập trong hướng dẫn và màn chơi trò chơi:</b>
     Trò chơi đơn giản hóa cấu trúc đa dạng của lệnh Git. 
     Bằng cách làm theo các phương pháp được đề cập trong hướng dẫn, 
     bạn có thể thực hiện lệnh thành công."
GameManualItem/content/IntroCommitHistory/1,"Cửa sổ Lịch sử commit là một màn hình hiển thị riêng cho đầu ra của lệnh 'git log'. 
Nó hiển thị kết quả thực hiện lệnh 'git log'.
và thực hiện một số cải tiến để nâng cao hiểu biết của bạn về lịch sử commit."
GameManualItem/content/IntroCommitHistory/2/Title,Nội dung hiển thị hiện tại
GameManualItem/content/IntroCommitHistory/2,"Bạn có thể nhấp vào các lệnh đã thực hiện trước đó 
để xem trạng thái của lịch sử commit tại các thời điểm khác nhau. 
ID lệnh tương ứng sẽ được hiển thị ở đây."
GameManualItem/content/IntroCommitHistory/3/Title,Khu vực lịch sử commit
GameManualItem/content/IntroCommitHistory/3,"Lịch sử commit được chia thành hai phần: cục bộ và từ xa. 
Nếu kịch bản hiện tại có kho lưu trữ từ xa, 
bạn có thể mở rộng hoặc thu gọn nội dung bằng nút điều khiển từ xa."
GameManualItem/content/IntroCommitHistory/4/Title,Danh sách chi nhánh Lịch sử commit và HEAD
GameManualItem/content/IntroCommitHistory/4,"Khu vực này hiển thị danh sách các nhánh trong kho lưu trữ cục bộ và từ xa. 
Dựa trên màu trong danh sách và màu hiển thị trên các commit.
Bạn có thể xác định nhánh nào thuộc về một commit.
Ngoài ra, khi click vào một nhánh trong danh sách, 
tất cả các commit thuộc nhánh được nhấp vào đó sẽ chuyển sang màu đại diện cho nhánh đó.
Biểu tượng lá cờ tượng trưng cho HEAD.
Nó hiển thị commit hiện tại nơi đặt Git. 
Nhấp vào HEAD trên danh sách nhánh sẽ hiển thị tất cả lịch sử commit trên HEAD."
GameManualItem/content/IntroCommitHistory/5/Title,Commit nội dung chi tiết
GameManualItem/content/IntroCommitHistory/5,"Khi chạy lệnh 'git log' trong kịch bản thực.
Các chi tiết như tác giả, thời gian và thông điệp của commit được hiển thị trong dòng lệnh.
Trong trò chơi này, những chi tiết này được ẩn đi. 
Để xem thông tin này, vui lòng nhấp vào một commit cụ thể. 
Một cửa sổ bật lên sẽ hiển thị tất cả thông tin chi tiết về commit đó."
GameManualItem/content/IntroCommitHistory/6/Title,Commit bị khóa
GameManualItem/content/IntroCommitHistory/6,"Khi chạy lệnh 'git log' trong kịch bản thực.
Nếu chúng tôi chưa cập nhật kho lưu trữ từ xa bằng các lệnh như 'git pull', 
chúng tôi không thể xem thông tin về các commit bị khóa này.
Trong game, tính năng này sẽ nhắc nhở bạn. 
vui lòng sử dụng 'git pull' để cập nhật nội dung của kho lưu trữ từ xa nếu bạn cần."
